1198883050,807497976
1199302255,643794051
1199306178,807497976
1201150617,643794051
1201151348,807497976
1201151490,643794051
1201151569,807497976
1201155195,643794051
1233291176,643794051
1283999038,1410571568
1289271547,643794051
1289271814,643794051
1292603852,643794051
1299654116,643794051
1305767452,643794051
1305870716,643794051
1305993270,643794051
1306192035,807497976
1307054264,643794051
1307220784,807497976
1307220790,807497976
1307221113,643794051
1307221119,643794051
1307242295,807497976
1307244604,643794051
1307290914,807497976
1307294637,643794051
1307308050,643794051
1307308191,643794051
1307399318,807497976
1307424254,643794051
1307424340,807497976
1307424346,807497976
1307424350,643794051
1307424355,643794051
1307424362,643794051
1307424370,643794051
1307424373,643794051
1307424420,807497976
1307937151,1410571568
1307937157,1410571568
1307937166,643794051
1307937179,1410571568
1307937214,1410571568
1313937562,643794051
1313940441,642761234
1313941040,643794051
1313941093,643794051
1313941856,642761234
1313941929,642761234
1307426653,643794051
1307426670,807497976
1307426675,807497976
1307426684,643794051
1307426690,807497976
1307426695,643794051
1307426700,807497976
1307426721,807497976
1307426728,643794051
1307426763,643794051
1307426777,643794051
1307426791,643794051
1307426873,807497976
1307426932,807497976
1317009184,807497976
1317009230,643794051
1317009252,807497976
1317009255,807497976
1317009260,807497976
1317009698,643794051
1317009759,807497976
1317009760,807497976
1317009768,807497976
1317009772,807497976
1317010937,643794051
1317011000,807497976
1317011003,807497976
1317246457,807497976
1317247660,643794051
1317248545,807497976
1321512972,643794051
1321512993,1196051801
1321512995,1196051801
1321513023,1196051801
1321513044,1196051801
1321513064,643794051
1321513098,643794051
1321513144,643794051
1321513162,1196051801
1321513188,643794051
1321513209,643794051
1321513217,1196051801
1321513218,1196051801
1321513294,1196051801
1321513305,1196051801
1321513307,1196051801
1321513319,1196051801
1321513327,643794051
1321513328,1196051801
1321513336,1196051801
1307426653,643794051
1307426670,807497976
1307426675,807497976
1307426684,643794051
1307426690,807497976
1307426695,643794051
1307426700,807497976
1307426721,807497976
1307426728,643794051
1307426763,643794051
1307426777,643794051
1307426791,643794051
1307426873,807497976
1307426932,807497976
1317009184,807497976
1317009230,643794051
1317009252,807497976
1317009255,807497976
1317009260,807497976
1317009698,643794051
1317009759,807497976
1317009760,807497976
1317009768,807497976
1317009772,807497976
1317010937,643794051
1317011000,807497976
1317011003,807497976
1317246457,807497976
1317247660,643794051
1317248545,807497976
1321512972,643794051
1321512993,1196051801
1321512995,1196051801
1321513023,1196051801
1321513044,1196051801
1321513064,643794051
1321513098,643794051
1321513144,643794051
1321513162,1196051801
1321513188,643794051
1321513209,643794051
1321513217,1196051801
1321513218,1196051801
1321513294,1196051801
1321513305,1196051801
1321513307,1196051801
1321513319,1196051801
1321513327,643794051
1321513328,1196051801
1321513336,1196051801
1321415384,807497976
1321415414,643794051
1321415447,807497976
1321415453,807497976
1321415570,643794051
1321415590,807497976
1321415599,807497976
1321415601,807497976
1321415712,643794051
1321415718,643794051
1321415730,807497976
1321415736,807497976
1321415740,807497976
1321415773,643794051
1321415783,643794051
1321415795,643794051
1321415904,807497976
1321415952,807497976
1321415967,807497976
1321416027,643794051
1321416045,807497976
1321416069,807497976
1321416070,807497976
1321416210,643794051
1323670602,807497976
1323672630,807497976
1323673159,643794051
1323673179,807497976
1323673183,807497976
1323673394,643794051
1324249101,643794051
1324249114,1196051801
1324249121,1196051801
1324249152,1196051801
1324249162,643794051
1324249194,643794051
1324249203,1196051801
1324249206,643794051
1324249208,1196051801
1324249219,1196051801
1324249229,643794051
1324249232,1196051801
